uor;prefixo;subordinada;nome_dependencia;nome_municipio;uf;lote;predio_nash
3316;0351;00;BATATAIS            ;BATATAIS                    ;SP;5;28a2c9a6310d
3743;0416;00;TAQUARA             ;TAQUARA                     ;RS;5;28a46bf64466
3391;0362;00;PALMEIRA DAS MISSOES;PALMEIRA DAS MISSOES        ;RS;5;28b0b64814e7
3295;0347;00;PENAPOLIS           ;PENAPOLIS                   ;SP;5;2909389f3e34
2053;0171;00;ITAPIRA             ;ITAPIRA                     ;SP;5;2943ab81ebf8
6052;0912;00;COLORADO            ;COLORADO                    ;PR;5;294a266930d4
13464;2899;00;ALCANTARA           ;SAO GONCALO                 ;RJ;4;295115714a6a
1716;0121;00;ARACATI             ;ARACATI                     ;CE;5;29dfeaf9ff51
8237;1451;00;APARECIDA           ;APARECIDA                   ;SP;5;2a9d2a7f320f
14111;3053;00;ADRIANOPOLIS        ;MANAUS                      ;AM;5;2aa059e61b9a
4459;0565;00;MARABA              ;MARABA                      ;PA;3;2aaf94bc0d24
15066;3290;00;PRIMAVERA DO LESTE  ;PRIMAVERA DO LESTE          ;MT;5;2ae28c7254c3
14007;3028;00;PELINCA             ;CAMPOS DOS GOYTACAZES       ;RJ;5;2b06bfcb8484
80486;6882;00;OITO DE SETEMBRO    ;ITAQUAQUECETUBA             ;SP;6;2b2009ee5358
450096;9127;00;ESCR.EXC.PANTANAL   ;CAMPO GRANDE                ;MS;88;2bb48b0302a6
11341;2256;00;MACAIBA             ;MACAIBA                     ;RN;5;2bc60a7fdaf2
3427;0368;00;POUSO ALEGRE        ;POUSO ALEGRE                ;MG;3;2bd41b162dfe
85565;5960;00;SEC.DA SAUDE-SP     ;SAO PAULO                   ;SP;5;2befdc69cf29
9660;1726;00;CANDEIAS-BA         ;CANDEIAS                    ;BA;5;2d77381736a3
5163;0709;00;PANAMBI             ;PANAMBI                     ;RS;5;2dae010b9532
8882;1590;00;SAPEZAL             ;SAPEZAL                     ;MT;4;2e297dd5070a
4012;0475;00;GUAIRA              ;GUAIRA                      ;SP;5;2e751391d732
21998;4081;00;ALTO DO IPIRANGA    ;SAO PAULO                   ;SP;4;2e7697eeb159
80529;6925;00;ESCR.EXC.TAUBATE    ;TAUBATE                     ;SP;88;2e7d0209f79b
13309;2871;00;NOSSA SRA.DE LOURDES;CAXIAS DO SUL               ;RS;4;2e86f8097da2
1123;0062;00;BARBACENA           ;BARBACENA                   ;MG;4;2e8a703bf902
1162;0067;00;GARANHUNS           ;GARANHUNS                   ;PE;4;2e8e81e93c2e
80204;6600;00;LINENSE             ;LINS                        ;SP;5;2f0e8ad87a8a
527263;9090;24;CESUP INF GP/PRED 5 ;RIO DE JANEIRO              ;RJ;6;2f681df2b760
527299;9090;48;CESUP INF GP/SEDAN  ;RIO DE JANEIRO              ;RJ;4;2f681df2b760
7298;1230;00;SETOR COMERCIAL SUL ;BRASILIA                    ;DF;5;301c32516aec
75109;4885;00;ESTILO MONUMENTAL-DF;BRASILIA                    ;DF;88;30bfa0db093f
7598;1255;00;CAJU                ;RIO DE JANEIRO              ;RJ;88;3102e8f92179
14177;3068;00;CIDADE NOVA-MG      ;BELO HORIZONTE              ;MG;5;3112a7c6e4f0
12007;2489;00;PORTO SEGURO        ;PORTO SEGURO                ;BA;5;3124fe086aaa
12613;2695;00;SOCORRO             ;SOCORRO                     ;SP;5;3132a962538b
4275;0528;00;BACABAL             ;BACABAL                     ;MA;5;313e0bd6be35
8748;1563;00;AVENIDA GOIAS       ;SAO CAETANO DO SUL          ;SP;6;314084a63534
22118;3852;00;CORP BANK MARILIA   ;MARILIA                     ;SP;5;31723b62c2a9
451913;9182;00;ESCR.EXC.MARILIA    ;MARILIA                     ;SP;88;31723b62c2a9
322934;8428;00;ESTILO OLHOS D AGUA ;BRASILIA                    ;DF;88;31d02ded625b
2899;0296;00;BANGU               ;RIO DE JANEIRO              ;RJ;5;31dce5cc5e84
14261;3092;00;FRANCA DO IMPERADOR ;FRANCA                      ;SP;5;31f45dc36144
452062;9177;00;ESCR.EXC.FRANCA     ;FRANCA                      ;SP;88;31f45dc36144
5548;0778;00;TORRES              ;TORRES                      ;RS;5;31f5f3bdc51e
3735;0415;00;ATIBAIA             ;ATIBAIA                     ;SP;5;3208c9d418ac
80449;6845;00;VILA PRADO-S.CARLOS ;SAO CARLOS                  ;SP;5;3350782e3c02
3467;0373;00;DRACENA             ;DRACENA                     ;SP;5;339dc31dd4c8
1724;0122;00;IGUATU              ;IGUATU                      ;CE;5;35080791a5c4
2056;0172;00;RIO CLARO           ;RIO CLARO                   ;SP;4;353e80ec423c
3625;0399;00;MACHADO             ;MACHADO                     ;MG;6;3548759b9eb1
3935;0458;00;CERES               ;CERES                       ;GO;4;355522f4dc55
1830;0135;00;JACOBINA            ;JACOBINA                    ;BA;5;35685d4a76fd
8659;1533;00;CANDELARIA-RN       ;NATAL                       ;RN;5;361080d6f909
5454;0756;00;PORTAO-CURITIBA     ;CURITIBA                    ;PR;2;362fd0ae378a
80213;6609;00;PRACA NOVE DE JULHO ;PRESIDENTE PRUDENTE         ;SP;88;364185ba74d1
3254;0343;00;CANOINHAS           ;CANOINHAS                   ;SC;5;3642f63d39ac
2289;0194;00;PASSOS              ;PASSOS                      ;MG;3;36756f81379f
7106;1199;00;PERDIZES-SP         ;SAO PAULO                   ;SP;5;3678648d03cc
14847;3245;00;PARAUAPEBAS         ;PARAUAPEBAS                 ;PA;5;371060348f52
12366;2623;00;IGAPO               ;SAO GONCALO DO AMARANTE     ;RN;5;377e0430d2b6
1991;0162;00;SAO JOAO DEL REI    ;SAO JOAO DEL REI            ;MG;3;37f017b50a64
2442;0222;00;SAO MATEUS          ;SAO MATEUS                  ;ES;5;3829df83924e
3753;0418;00;CASA BRANCA         ;CASA BRANCA                 ;SP;5;3898e7e8ee06
14615;3186;00;PONTA VERDE         ;MACEIO                      ;AL;6;39b5870cf262
10756;2035;00;PARNAMIRIM          ;PARNAMIRIM                  ;RN;5;3adf23b22689
7727;1295;00;MESSEJANA           ;FORTALEZA                   ;CE;5;3b0e5c1dcce0
13018;2806;00;BAIRRO PETROPOLIS   ;PORTO ALEGRE                ;RS;6;3b9225f5dca9
11304;2244;00;LAJEDO              ;LAJEDO                      ;PE;5;3bb7f6b8077e
4210;0510;00;ITAPEVA             ;ITAPEVA                     ;SP;4;3bd49ca53659
11851;2427;00;PEDREIRA            ;PEDREIRA                    ;SP;5;3bd872cb1d25
6982;1179;00;CACOAL              ;CACOAL                      ;RO;3;3bd90ae0d901
13360;2876;00;VILA GALVAO         ;GUARULHOS                   ;SP;5;3be88fd40a6c
455182;9925;00;ESCR.EXC.VILA GALVAO;GUARULHOS                   ;SP;88;3be88fd40a6c
13101;2823;00;HAUER               ;CURITIBA                    ;PR;5;3c5931bf1127
2366;0210;00;ARAXA               ;ARAXA                       ;MG;5;3c60baf69e02
3639;0402;00;FERNANDOPOLIS       ;FERNANDOPOLIS               ;SP;4;3c7942453809
80117;6512;00;AV.BRASIL-ARARAQUARA;ARARAQUARA                  ;SP;3;3ca168ac717f
6968;1177;00;ALTA FLORESTA       ;ALTA FLORESTA               ;MT;5;3d0734c5f8ef
80137;6533;00;PC.RUI BARBOSA-BAURU;BAURU                       ;SP;5;3d65c99301ce
5848;0858;00;MARAVILHA           ;MARAVILHA                   ;SC;6;3e2d995c7377
9323;1634;00;PARQUE DA CRIANCA   ;CAMPINA GRANDE              ;PB;5;3ec36f68e36b
5509;0767;00;ITABIRA             ;ITABIRA                     ;MG;4;3ed084d54d6e
4623;0598;00;LEBLON              ;RIO DE JANEIRO              ;RJ;4;3ef3caa396f9
1820;0133;00;TUPA                ;TUPA                        ;SP;5;3f1867a2c0d5
10986;2128;00;PAIAGUAS            ;CUIABA                      ;MT;6;3f5b0b45deec
9330;1635;00;CRUZ DAS ARMAS      ;JOAO PESSOA                 ;PB;5;40027aedd596
9604;1705;00;CALDAS NOVAS        ;CALDAS NOVAS                ;GO;5;4024c46b6c08
4658;0606;00;POSSE               ;POSSE                       ;GO;5;4053c62a62fa
2242;0190;00;PATOS DE MINAS      ;PATOS DE MINAS              ;MG;2;40ab9e86ad7f
3833;0435;00;PRACA MAUA          ;RIO DE JANEIRO              ;RJ;2;40b5d7743ab1
2415;0218;00;SANTA CRUZ RIO PARDO;SANTA CRUZ DO RIO PARDO     ;SP;5;40bc934e26eb
9883;1803;00;SHOPPING DA BAHIA   ;SALVADOR                    ;BA;5;40eff6e1749d
7060;1193;00;BAIRRO DO LIMAO     ;SAO PAULO                   ;SP;5;416f9a5a2b29
8445;1505;00;EMPRESA PALMAS      ;PALMAS                      ;TO;3;4183763d9d5e
7710;1289;00;TEIXEIRA DE FREITAS ;TEIXEIRA DE FREITAS         ;BA;6;42a8e84392c9
80158;6554;00;ESTANCIA ATIBAIA    ;ATIBAIA                     ;SP;2;431984e4c209
7628;1263;00;SAO VICENTE         ;SAO VICENTE                 ;SP;5;43972364c2f1
29048;1879;00;HIGH ESTILO SAVASSI ;BELO HORIZONTE              ;MG;88;43a6edf01a3d
14503;3159;00;ITAIPAVA            ;PETROPOLIS                  ;RJ;5;4462a4fc4334
12709;2727;00;ASA NORTE 316       ;BRASILIA                    ;DF;3;44fa9e5a5407
9644;1718;00;CAMPO ERE           ;CAMPO ERE                   ;SC;5;4557a9d725dd
8741;1561;00;BAIRRO ASSUNCAO     ;SAO BERNARDO DO CAMPO       ;SP;6;45717042469b
1091;0058;00;LINS                ;LINS                        ;SP;5;457ab1633945
3265;0345;00;LAGUNA              ;LAGUNA                      ;SC;5;45c49dd72ec3
4870;0645;00;UMUARAMA            ;UMUARAMA                    ;PR;2;461b65127107
80380;6776;00;ARACOIABA DA SERRA  ;ARACOIABA DA SERRA          ;SP;5;4730ee4f123e
86620;5027;00;ESTILO TERESINA     ;TERESINA                    ;PI;2;48d358872ffb
15666;3482;00;AV.CASTELO BRANCO   ;GOIANIA                     ;GO;6;49108aab73e1
77004;5605;00;13 DE MAIO          ;TERESINA                    ;PI;3;49f31688dbc9
4278;0529;00;URUACU              ;URUACU                      ;GO;5;4a57bf6379e2
2498;0231;00;BARREIRAS           ;BARREIRAS                   ;BA;5;4a66a8e2e06b
4489;0571;00;BARRA DO GARCAS     ;BARRA DO GARCAS             ;MT;3;4af266d8c013
2100;0177;00;CARATINGA           ;CARATINGA                   ;MG;3;4b4dfa0c4872
6607;1047;00;CONCEICAO DO COITE  ;CONCEICAO DO COITE          ;BA;5;4b517e71ad35
3983;0467;00;ITAPOLIS            ;ITAPOLIS                    ;SP;5;4ba9f58273ce
24440;4404;00;CEASA-TERESINA      ;TERESINA                    ;PI;6;4c01a6dff696
8418;1501;00;BAIRRO BRASIL       ;UBERLANDIA                  ;MG;6;4c20ab75649f
2795;0278;00;ITABAIANA-SE        ;ITABAIANA                   ;SE;5;4c304e663b5e
13997;3025;00;BROTAS              ;SALVADOR                    ;BA;4;4c3f39d30c05
6390;0985;00;SEABRA              ;SEABRA                      ;BA;5;4c6fc1c8d6f0
5193;0714;00;CABO                ;CABO DE SANTO AGOSTINHO     ;PE;5;4c8093918ffd
15184;3325;00;GOIABEIRAS          ;CUIABA                      ;MT;2;4cafec227d06
80587;6983;00;HORTOLANDIA         ;HORTOLANDIA                 ;SP;5;4ce974a7091a
80408;6804;00;R.VOL.PATRIA-S.PAULO;SAO PAULO                   ;SP;5;4d026aaac5b3
5068;0685;00;CAMPOS NOVOS        ;CAMPOS NOVOS                ;SC;5;4d7eb7c8dea9
1505;0092;00;EMPRESA PASSO FUNDO ;PASSO FUNDO                 ;RS;2;4d880819d2f3
4566;0584;00;VILA MARIA          ;SAO PAULO                   ;SP;1;4e6b0a44f3a8
5750;0830;00;ASSIS CHATEAUBRIAND ;ASSIS CHATEAUBRIAND         ;PR;5;4e907cbf2825
2823;0287;00;BOTAFOGO            ;RIO DE JANEIRO              ;RJ;3;4f8fc1e4253c
5980;0893;00;ARARUAMA            ;ARARUAMA                    ;RJ;2;4fb4fc2ce39a
5134;0700;00;ACOPIARA            ;ACOPIARA                    ;CE;5;4fdfab50c46c
13502;2907;00;ICARAI              ;NITEROI                     ;RJ;4;504081265a2e
1898;0144;00;ALEGRETE            ;ALEGRETE                    ;RS;5;5052b26c2959
7207;1218;00;BEZERRA DE MENEZES  ;FORTALEZA                   ;CE;5;50c542d81d50
80122;6518;00;RUA BISPO RODOVALHO ;TAUBATE                     ;SP;88;5102685d144d
13592;2922;00;VILA SANTA CECILIA  ;VOLTA REDONDA               ;RJ;5;510bb8073874
22421;4222;00;PIONEIRA            ;MARABA                      ;PA;5;512738e67f30
450101;9125;00;ESCR.EXC.VALE DO ACO;IPATINGA                    ;MG;88;51286c6e73ce
13669;2942;00;PELOTAS             ;PELOTAS                     ;RS;4;517ad9f137c5
450401;7613;00;ESCR.EXC.PROF MILTON;SALVADOR                    ;BA;88;518aa6f2b185
80543;6939;00;VILA CARMOSINA      ;SAO PAULO                   ;SP;6;51abdeb7bb1b
6143;0928;00;INDAIAL             ;INDAIAL                     ;SC;5;51b597d3b7b6
6095;0924;00;GUARAPARI           ;GUARAPARI                   ;ES;5;51bc836ccab9
12693;2723;00;TIJUCAS             ;TIJUCAS                     ;SC;5;51f0026659b6
8185;1436;00;ANANINDEUA          ;ANANINDEUA                  ;PA;5;52acd5405463
2547;0241;00;QUIXADA             ;QUIXADA                     ;CE;5;52f435f27373
80126;6522;00;ATENAS-ITAPETININGA ;ITAPETININGA                ;SP;5;531e0f949764
12824;2763;00;VARGEM GRANDE DO SUL;VARGEM GRANDE DO SUL        ;SP;5;53667b118ab5
22482;4233;00;CIDADE NOVA-PA      ;ANANINDEUA                  ;PA;5;53cb16fcab02
1483;0090;00;ARAGUARI            ;ARAGUARI                    ;MG;4;53e550651f14
3755;0419;00;IGARAPAVA           ;IGARAPAVA                   ;SP;5;54118195e213
86720;5701;00;ESTILO GOIAS        ;GOIANIA                     ;GO;88;54f82405815e
996;0050;00;CATANDUVA           ;CATANDUVA                   ;SP;3;554e163b9381
13749;2954;00;RENASCENCA          ;SAO LUIS                    ;MA;6;556b23408199
15126;3304;00;PRIMEIRO DE MAIO-SP ;SANTO ANDRE                 ;SP;6;55a6d2a816b0
1564;0098;00;UBERLANDIA          ;UBERLANDIA                  ;MG;1;55b4c8c73786
4935;0659;00;MINEIROS            ;MINEIROS                    ;GO;4;560a3889446e
5675;0811;00;VALINHOS            ;VALINHOS                    ;SP;5;562f8b34319c
13022;2807;00;ITAIM BIBI          ;SAO PAULO                   ;SP;3;563564638897
9359;1640;00;BARAO DE GURGUEIA   ;TERESINA                    ;PI;4;571ae38f2141
22588;4249;00;EMPRESA RIO POTI    ;TERESINA                    ;PI;5;571ae38f2141
6810;1119;00;PRESIDENTE DUTRA    ;PRESIDENTE DUTRA            ;MA;5;57cf4c9327c1
566;0023;00;PARNAIBA            ;PARNAIBA                    ;PI;3;587f258e5820
15014;3285;00;PRACA DO LICEU      ;TERESINA                    ;PI;5;589386321973
322968;8527;00;HIGH ESTILO EST UNID;SAO PAULO                   ;SP;88;58ee2978d795
2014;0165;00;OLIMPIA             ;OLIMPIA                     ;SP;5;596aec17947c
21685;4057;00;REPUBLICA DO LIBANO ;GOIANIA                     ;GO;6;598df5205f25
80425;6821;00;VILA CARRAO         ;SAO PAULO                   ;SP;3;599a595c96bb
13813;2973;00;AV.PRESIDENTE VARGAS;RIO VERDE                   ;GO;5;5a1f09fc807f
450611;9129;00;ESCR.EXC.CID.VERDE  ;CUIABA                      ;MT;88;5a649761d5b0
8345;1484;00;DR.MARIANO DA ROCHA ;SANTA MARIA                 ;RS;5;5a6cc0b2fc43
11098;2168;00;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA        ;SP;5;5a848229838a
3821;0433;00;JUAZEIRO DO NORTE   ;JUAZEIRO DO NORTE           ;CE;2;5a8a609f7c63
17628;5568;00;AVENIDA VP 8        ;MARABA                      ;PA;5;5ac7cdd9b037
4700;0617;00;CANGUCU             ;CANGUCU                     ;RS;4;5ae89426e9ea
8817;1579;00;TAQUARA             ;RIO DE JANEIRO              ;RJ;5;5b0b165ea6a6
3594;0394;00;SAO GONCALO         ;SAO GONCALO                 ;RJ;3;5b2c602a0d3e
6542;1024;00;BARBALHA            ;BARBALHA                    ;CE;5;5b7a77cc933c
4880;0646;00;ANA ROSA            ;SAO PAULO                   ;SP;1;5be7d0c96066
4239;0517;00;CURITIBANOS         ;CURITIBANOS                 ;SC;5;5bf416bd070e
80458;6854;00;RUA MAJOR MATHEUS   ;BOTUCATU                    ;SP;5;5c1f890f3091
4579;0587;00;TOLEDO              ;TOLEDO                      ;PR;2;5c38ece813cb
1221;0071;00;EMPRESA RIO BRANCO  ;RIO BRANCO                  ;AC;3;5c396cfe13f6
85492;5927;00;EMPRESA AMAZONAS    ;MANAUS                      ;AM;5;5c4130518aef
6072;0918;00;DESCALVADO          ;DESCALVADO                  ;SP;5;5c9db0bdc999
450444;7718;00;ESCR.ESTILO P.ALEGRE;PORTO ALEGRE                ;RS;88;5cd5ce86d840
5993;0896;00;BARRA BONITA-SP     ;BARRA BONITA                ;SP;5;5d29097341c7
5084;0690;00;SANTA HELENA GOIAS  ;SANTA HELENA DE GOIAS       ;GO;5;5da3c64881e6
3261;0344;00;DIAMANTINA          ;DIAMANTINA                  ;MG;5;5ddbd72c5a08
2041;0168;00;ALFENAS             ;ALFENAS                     ;MG;5;5e266a8adfe1
1258;0072;00;NITEROI             ;NITEROI                     ;RJ;3;5e4265f1f61b
4269;0526;00;QUIRINOPOLIS        ;QUIRINOPOLIS                ;GO;5;5f4c06726a55
3965;0463;00;PIRES DO RIO        ;PIRES DO RIO                ;GO;6;5f5d20a3c6aa
3419;0366;00;MONTE CARMELO       ;MONTE CARMELO               ;MG;5;5f61b2b84ecf
13759;2959;00;AV.CORONEL ANTONINO ;CAMPO GRANDE                ;MS;6;605485100649
16595;3698;00;JAGUARARI-RN        ;NATAL                       ;RN;6;605b3b3cf051
542266;9781;00;GEINV JOAO PESSOA   ;JOAO PESSOA                 ;PB;88;60985597cf8f
450058;9102;00;ESCR.EXC.RIO BRANCO ;RIO BRANCO                  ;AC;88;60d456a336b3
80419;6815;00;CLOVIS BEVILACQUA   ;SAO PAULO                   ;SP;2;6150cae8e089
3729;0414;00;CRUZ DAS ALMAS      ;CRUZ DAS ALMAS              ;BA;5;6154fd0fb53d
9804;1773;00;CHAPADINHA          ;CHAPADINHA                  ;MA;6;61e8d803d039
3564;0391;00;DOURADOS            ;DOURADOS                    ;MS;2;6203525b78c5
75619;5209;00;CENTENARIO          ;CRICIUMA                    ;SC;3;62390da3c573
1686;0111;00;MIRASSOL            ;MIRASSOL                    ;SP;5;6247307a181e
15606;3475;00;ASA NORTE 201       ;BRASILIA                    ;DF;6;6271ff5f7614
2318;0201;00;TUBARAO             ;TUBARAO                     ;SC;3;62dd25160088
1145;0064;00;GUAXUPE             ;GUAXUPE                     ;MG;5;648851faba47
3298;0348;00;BIRIGUI             ;BIRIGUI                     ;SP;5;65553a300063
1827;0134;00;MATAO               ;MATAO                       ;SP;5;663fec1283ff
80118;6513;00;CATEDRAL-GUARA      ;GUARATINGUETA               ;SP;4;66aab967cd5a
16273;3608;00;AVENIDA AFONSO PENA ;BELO HORIZONTE              ;MG;3;66b85e5d3759
11403;2280;00;MARICA              ;MARICA                      ;RJ;6;66b94352a798
3653;0404;00;VALENCA             ;VALENCA                     ;RJ;5;66d742d37824
452161;9162;00;ESCR.EXC.SANTA MARIA;SANTA MARIA                 ;RS;88;674d088cf7f2
11744;2383;00;PALHOCA             ;PALHOCA                     ;SC;5;67c6cc7d5e84
14167;3066;00;CHAPADAO DO SUL     ;CHAPADAO DO SUL             ;MS;4;67dd11b4585e
15204;3328;00;VICENTE MACHADO     ;PONTA GROSSA                ;PR;5;685c7614d972
3032;0312;00;SANTO ANTONIO PADUA ;SANTO ANTONIO DE PADUA      ;RJ;5;685cc2ee3c01
6258;0955;00;ORLEANS             ;ORLEANS                     ;SC;5;68c664363a89
5299;0728;00;NOVA ANDRADINA      ;NOVA ANDRADINA              ;MS;5;68e0b8a16b96
15600;3473;00;PAPICU              ;FORTALEZA                   ;CE;5;691e4d99c205
14325;3111;00;JARDIM GUANABARA    ;RIO DE JANEIRO              ;RJ;5;69d9bf3ca0ac
2031;0167;00;BRAGANCA PAULISTA   ;BRAGANCA PAULISTA           ;SP;4;6a55de8a1c02
80523;6919;00;AV.DUQUE DE CAXIAS  ;BAURU                       ;SP;5;6aad9fe211a5
15645;3478;00;EMPRESA SUL         ;BRASILIA                    ;DF;88;6adc3737aa73
7790;1321;00;TANGARA DA SERRA    ;TANGARA DA SERRA            ;MT;5;6b66190603a7
2374;0211;00;MARACAJU            ;MARACAJU                    ;MS;5;6ba86609f432
2148;0181;00;BENTO GONCALVES     ;BENTO GONCALVES             ;RS;2;6c1da7510c99
16801;3790;00;BAIRRO PRAIA CANTO  ;VITORIA                     ;ES;5;6c83ac4636e6
16156;3596;00;CONGRESSO NACIONAL  ;BRASILIA                    ;DF;88;6c883bf9f155
25790;4655;00;MONGAGUA            ;MONGAGUA                    ;SP;5;6ce0269d3c19
13299;2869;00;ITOUPAVA NORTE      ;BLUMENAU                    ;SC;6;6d794b7565f5
16455;3655;00;BARAO DE ARACATI    ;FORTALEZA                   ;CE;88;6d990d3d96dd
7143;1206;00;VILA ALPINA         ;SAO PAULO                   ;SP;5;6dbc8f181221
2820;0286;00;MURIAE              ;MURIAE                      ;MG;4;6ddd4e6b5ee8
80209;6605;00;AV.SAMPAIO VIDAL    ;MARILIA                     ;SP;5;6de60a1bae45
442536;8246;00;EMPRESA CONTINENTE  ;FLORIANOPOLIS               ;SC;4;6deb4f3d0556
14308;3108;00;ESPINHEIRO          ;RECIFE                      ;PE;4;6e2e9cb6ae89
3014;0309;00;POCOS DE CALDAS     ;POCOS DE CALDAS             ;MG;88;6ebaf57a12b5
12359;2620;00;SAO GABRIEL DO OESTE;SAO GABRIEL DO OESTE        ;MS;6;6efec7322f74
80302;6698;00;RUA FREI GASPAR     ;SAO VICENTE                 ;SP;4;6f69ceff8f9c
4340;0540;00;ARARANGUA           ;ARARANGUA                   ;SC;5;704b6d4e8899
11522;2324;00;MONTE MOR           ;MONTE MOR                   ;SP;6;707d03d08176
4261;0523;00;SAO ROQUE           ;SAO ROQUE                   ;SP;4;709dc12c998d
2469;0225;00;SERRINHA            ;SERRINHA                    ;BA;5;70c1663e1cdc
4681;0613;00;SANTA INES          ;SANTA INES                  ;MA;5;715dec62d70d
21805;4059;00;RUA DA ASSEMBLEIA   ;RIO DE JANEIRO              ;RJ;3;716de3611842
22689;4272;00;DOM JOSE            ;SOBRAL                      ;CE;5;72122dff24bd
8392;1492;00;SORRISO             ;SORRISO                     ;MT;3;72422bcd92e0
8005;1400;00;JARDIM DA PENHA     ;VITORIA                     ;ES;5;72606e98bece
80174;6570;00;CATEDRAL-ASSIS      ;ASSIS                       ;SP;5;72ca9d8573fa
15556;3460;00;IMBUI               ;SALVADOR                    ;BA;5;72e47eea1747
5373;0744;00;BOM JESUS DA LAPA   ;BOM JESUS DA LAPA           ;BA;5;72ea2257d2b7
1321;0080;00;PETROPOLIS          ;PETROPOLIS                  ;RJ;3;7375ce14d694
13131;2836;00;JUARA               ;JUARA                       ;MT;5;737db40e7665
24862;4594;00;ASA SUL 516         ;BRASILIA                    ;DF;5;7403dd9b557a
3470;0374;00;ITAPIPOCA           ;ITAPIPOCA                   ;CE;5;745fe481cf64
13392;2885;00;IMPERADOR           ;PETROPOLIS                  ;RJ;5;750349182a25
3601;0395;00;SETE LAGOAS         ;SETE LAGOAS                 ;MG;3;75846f6e6aef
1399;0085;00;SOBRAL              ;SOBRAL                      ;CE;5;75bce77c235f
24248;4397;00;SUL DA ILHA         ;FLORIANOPOLIS               ;SC;6;765696d51693
12992;2802;00;CASA AMARELA        ;RECIFE                      ;PE;5;76c89961b3fa
378;0015;00;UBERABA             ;UBERABA                     ;MG;2;76d01a42c879
14608;3185;00;LAGOA DA CONCEICAO  ;FLORIANOPOLIS               ;SC;5;7826e97bf975
4070;0485;00;CASTRO              ;CASTRO                      ;PR;5;78a938407b52
5115;0697;00;SETE DE SETEMBRO    ;RECIFE                      ;PE;5;78db307c6e0e
9443;1649;00;BOITUVA             ;BOITUVA                     ;SP;5;78e8486908d2
12778;2748;00;UBATUBA             ;UBATUBA                     ;SP;5;78f50998c6ab
15896;3525;00;TIROL               ;NATAL                       ;RN;6;790326ce4f14
80442;6838;00;REP.DO LIBANO-OSASCO;OSASCO                      ;SP;5;79839d59e638
19162;8807;00;SUP CASCAVEL        ;CASCAVEL                    ;PR;5;79a670a8ccc4
13714;2949;00;AUTONOMISTAS        ;OSASCO                      ;SP;5;79b1cbff0378
5916;0873;00;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA        ;SP;5;7a01845dbe5f
14209;3077;00;COQUEIROS           ;FLORIANOPOLIS               ;SC;5;7a828aba2ad6
15890;3522;00;MADUREIRA CENTRO    ;RIO DE JANEIRO              ;RJ;5;7a98ab427a92
4754;0632;00;IPORA               ;IPORA                       ;GO;5;7acc90cd838c
16477;3659;00;INDEPENDENCIA       ;GOIANIA                     ;GO;6;7b18bdcc5def
6234;0950;00;MONTE ALTO          ;MONTE ALTO                  ;SP;3;7b5dd30752a2
3883;0449;00;CRUZEIRO-SP         ;CRUZEIRO                    ;SP;5;7b772b63edbf
25807;4659;00;AVENIDA CILLO       ;AMERICANA                   ;SP;5;7b87a7f3d1b6
80228;6624;00;EMPRESA AMERICANA   ;AMERICANA                   ;SP;2;7b87a7f3d1b6
13367;2878;00;POTENGI             ;NATAL                       ;RN;3;7ba6cf83c208
5072;0687;00;FREGUESIA DO O      ;SAO PAULO                   ;SP;6;7bab1be8b429
12949;2795;00;RECREIO BANDEIRANTES;RIO DE JANEIRO              ;RJ;6;7be941c407e6
80262;6658;00;SALTO               ;SALTO                       ;SP;5;7c50949dc3d1
7992;1396;00;DOIS CORREGOS       ;DOIS CORREGOS               ;SP;5;7c933fe5bffc
13050;2812;00;MONTESE             ;FORTALEZA                   ;CE;3;7ced69f723e0
22743;4293;00;EMPRESA MONTESE     ;FORTALEZA                   ;CE;5;7ced69f723e0
7252;1224;00;EMPRESA ARACAJU     ;ARACAJU                     ;SE;2;7d9b3849cba9
14770;3231;00;NOVA PORTO VELHO    ;PORTO VELHO                 ;RO;5;7dc5802cb753
6990;1180;00;SINOP               ;SINOP                       ;MT;4;7e31068e0a66
5392;0750;00;BETIM               ;BETIM                       ;MG;3;7eca467bd0c2
2784;0276;00;RIO DO SUL          ;RIO DO SUL                  ;SC;3;7f1659d939ed
2984;0306;00;GUARATINGUETA       ;GUARATINGUETA               ;SP;88;804f13d4706b
10455;1890;00;CATEDRAL CAMPINAS-SP;CAMPINAS                    ;SP;1;805542676e28
13037;2811;00;CONSELHEIRO AGUIAR  ;RECIFE                      ;PE;5;8068e1f5f994
15047;3288;00;PRACA DAS MAES      ;GOIANIA                     ;GO;5;80e5433f754f
7023;1184;00;BAIRRO IPIRANGA     ;RIBEIRAO PRETO              ;SP;5;816f6383268f
14048;3036;00;CAMPO NOVO PARECIS  ;CAMPO NOVO DO PARECIS       ;MT;5;8195c680fb40
2566;0246;00;SERRA TALHADA       ;SERRA TALHADA               ;PE;6;81dd0a8fdd82
7648;1267;00;SAO MIGUEL PAULISTA ;SAO PAULO                   ;SP;4;81f6afe7e82f
2339;0204;00;ITUIUTABA           ;ITUIUTABA                   ;MG;5;8207a258ee6a
606;0025;00;CATAGUASES          ;CATAGUASES                  ;MG;4;825a0afdff3b
2817;0285;00;ITABERABA           ;ITABERABA                   ;BA;5;8293d3b70814
